Database,Term,Adjusted_p_value,Gene_Count,Associated_Genes,Gene_Ratio,minus_log10_adjusted_p
REAC,FRS-mediated FGFR2 signaling,0.0376226056207042,1,FGF2,0.05,1.4245511299045357
REAC,Transcription of E2F targets under negative control by DREAM complex,0.0376226056207042,1,TOP2A,0.05,1.4245511299045357
REAC,GPCR downstream signalling,0.0376226056207042,3,EGFR;FN1;GNAI1,0.15,1.4245511299045357
REAC,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,0.0376226056207042,1,EGFR,0.05,1.4245511299045357
REAC,SHC1 events in ERBB2 signaling,0.0376226056207042,1,EGFR,0.05,1.4245511299045357
REAC,Signaling by Ligand-Responsive EGFR Variants in Cancer,0.0376226056207042,1,EGFR,0.05,1.4245511299045357
REAC,Downstream signaling of activated FGFR3,0.0376226056207042,1,FGF2,0.05,1.4245511299045357
REAC,Signaling by ERBB2 TMD/JMD mutants,0.0376226056207042,1,EGFR,0.05,1.4245511299045357
REAC,Signaling by FGFR2 IIIa TM,0.0393141298441314,1,FGF2,0.05,1.4054513323104287
REAC,Formation of the nephric duct,0.0393141298441314,1,FGF2,0.05,1.4054513323104287
REAC,Signaling by PDGFR in disease,0.0393141298441314,1,STAT1,0.05,1.4054513323104287
REAC,Transcriptional regulation of pluripotent stem cells,0.0412687640291344,1,FGF2,0.05,1.3843785377463942
REAC,Signaling by NOTCH,0.0412687640291344,2,EGFR;STAT1,0.1,1.3843785377463942
REAC,Downstream signaling of activated FGFR4,0.0425659472300898,1,FGF2,0.05,1.3709376977062664
REAC,Signal transduction by L1,0.0425659472300898,1,EGFR,0.05,1.3709376977062664
REAC,Signaling by ERBB2 KD Mutants,0.0425659472300898,1,EGFR,0.05,1.3709376977062664
REAC,Aberrant regulation of mitotic exit in cancer due to RB1 defects,0.0425659472300898,1,UBE2C,0.05,1.3709376977062664
REAC,Triglyceride catabolism,0.0437763847453347,1,CAV1,0.05,1.3587601073177082
REAC,Signaling by ERBB2 in Cancer,0.0437763847453347,1,EGFR,0.05,1.3587601073177082
REAC,Interleukin-6 family signaling,0.0437763847453347,1,STAT1,0.05,1.3587601073177082
REAC,Downstream signaling of activated FGFR1,0.0437763847453347,1,FGF2,0.05,1.3587601073177082
REAC,Downstream signaling of activated FGFR2,0.0437763847453347,1,FGF2,0.05,1.3587601073177082
REAC,Telomere Extension By Telomerase,0.0444146078261945,1,CCNA2,0.05,1.3524741682881414
REAC,ADP signalling through P2Y purinoceptor 12,0.0444146078261945,1,GNAI1,0.05,1.3524741682881414
REAC,Respiratory syncytial virus (RSV) attachment and entry,0.0444146078261945,1,EGFR,0.05,1.3524741682881414
REAC,RAF-independent MAPK1/3 activation,0.0444146078261945,1,CDK1,0.05,1.3524741682881414
REAC,Signaling by EGFR in Cancer,0.0444146078261945,1,EGFR,0.05,1.3524741682881414
REAC,Negative regulation of FGFR3 signaling,0.0444146078261945,1,FGF2,0.05,1.3524741682881414
REAC,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,0.0444146078261945,1,EGFR,0.05,1.3524741682881414
REAC,Interleukin-20 family signaling,0.0444146078261945,1,STAT1,0.05,1.3524741682881414
REAC,Hemostasis,0.0452985182220704,3,FN1;CAV1;GNAI1,0.15,1.3439160041351468
REAC,Signaling by GPCR,0.0455417283470073,3,EGFR;FN1;GNAI1,0.15,1.3415904915661825
REAC,Growth hormone receptor signaling,0.0456995250369949,1,STAT1,0.05,1.340088313603763
REAC,SUMOylation of intracellular receptors,0.0456995250369949,1,PPARG,0.05,1.340088313603763
REAC,NOTCH3 Intracellular Domain Regulates Transcription,0.0471208188573703,1,STAT1,0.05,1.3267871710616297
REAC,Basigin interactions,0.0471208188573703,1,CAV1,0.05,1.3267871710616297
REAC,Negative regulation of FGFR1 signaling,0.0471208188573703,1,FGF2,0.05,1.3267871710616297
REAC,NOTCH3 Activation and Transmission of Signal to the Nucleus,0.0483278576965679,1,EGFR,0.05,1.3158024560752768
REAC,Inactivation of CSF3 (G-CSF) signaling,0.0483278576965679,1,STAT1,0.05,1.3158024560752768
REAC,Negative regulation of FGFR4 signaling,0.0483278576965679,1,FGF2,0.05,1.3158024560752768
REAC,Constitutive Signaling by AKT1 E17K in Cancer,0.0483278576965679,1,FOXO1,0.05,1.3158024560752768
REAC,Interferon Signaling,0.0485905336611838,2,CDK1;STAT1,0.1,1.3134483311317946
REAC,Interconversion of nucleotide di- and triphosphates,0.0489594431787012,1,RRM2,0.05,1.3101635301147951
REAC,Integrin signaling,0.0489594431787012,1,FN1,0.05,1.3101635301147951
REAC,Negative regulation of FGFR2 signaling,0.0489594431787012,1,FGF2,0.05,1.3101635301147951
REAC,Downstream signal transduction,0.0489594431787012,1,STAT1,0.05,1.3101635301147951
REAC,VEGFR2 mediated vascular permeability,0.0489594431787012,1,CAV1,0.05,1.3101635301147951
REAC,Downregulation of ERBB2 signaling,0.0489594431787012,1,EGFR,0.05,1.3101635301147951
